Ano,Mês,Dia,Data,Tema,Ação,Tipo,Explicação,Situação,Classificação,Link,,
,,,28/10/2020,Institucional,"Ficam estabelecidas, na forma do Anexo a esta Portaria, as etapas e os prazos para publicação dos atos normativos internos à administração central do Ministério da Defesa, listados na Portaria nº 3.220/GM-MD, de 25 de setembro de 2020, objeto de revisão e consolidação, observado o disposto nos arts. 5º e 6º da Portaria Normativa nº 87/GM-MD, de 24 de setembro de 2020.",Portaria,"PORTARIA Nº 3.490/GM-MD, DE 22 DE OUTUBRO DE 2020","Estabelece etapas e os prazos para publicação dos atos normativos internos à administração central do Ministério da Defesa, listados na Portaria nº 3.220/GM-MD, de 25 de setembro de 2020, objeto de revisão e consolidação, observado o disposto nos arts. 5º e 6º da Portaria Normativa nº 87/GM-MD, de 24 de setembro de 2020.",Revisaço,,,
,,,28/10/2020,Marinho,Cria a Comissão Técnico-Científica para o Assessoramento e Apoio das atividades de Monitoramento e a Neutralização dos Impactos Decorrentes da Poluição Marinha por Óleo e outros Poluentes na Amazônia Azul.,Portaria,"PORTARIA Nº 313/MB, DE 26 DE OUTUBRO DE 2020","Cria a Comissão Técnico-Científica para o Monitoramento e a Neutralização dos Impactos Decorrentes da Poluição Marinha por Óleo e outros Poluentes na Amazônia Azul, sob a coordenação da Diretoria-Geral de Desenvolvimento Nuclear e Tecnológico da Marinha (DGDNTM) , define sua composição, envolvendo IBAMA  e CIRM  e estabelece diretrizes incluindo que O Programa ""Ciência no Mar"", coordenado pelo MCTI, poderá incorporar demandas emanadas dessa Comissão e vice-versa, defininco como estratégias essencias a Modelagem, sensoriamento remoto, detecção preventiva, monitoramento e controle de acidentes por derramamento de óleo e outros poluentes no mar; avaliação, monitoramento e remediação dos impactos sobre ecossistemas, Balneabilidade e impactos na saúde da população e Segurança alimentar (pescados) e aspectos socioeconômicos.",Regulação,,,
,,,27/10/2020,Institucional,Dispõe sobre a revisão e a consolidação dos atos normativos no âmbito do Ministério do Meio Ambiente.,Portaria,"PORTARIA Nº 558, DE 26 DE OUTUBRO DE 2020","Dispõe sobre a revisão e a consolidação dos atos normativos no âmbito do Ministério do Meio Ambiente, conforme previsto no Decreto nº 10.139, de 28 de novembro de 2019.",Revisaço,,,
,,,27/10/2020,Desastres,Reconhecer a situação de emergência na área descrita no Formulário de Informações do Desastre - FIDE,Portaria,"PORTARIA Nº 2.716, DE 23 DE OUTUBRO DE 2020","Reconhece a situação de emergência nas seguintes localidades: (i) Estiagem - Cordeiros/BA, Monte Alegre de Sergipe/SE, Poço Redondo/SE; (ii) Seca - Claro dos Poções/MG; (iii) Tempestade Local Convectiva/Tornados - Água Doce/SC.",Resposta,,,
,,,27/10/2020,Águas,Regulamentar o Termo de Alocação de Água para sistemas hídricos com corpos de água de domínio da União.,Resolução,"RESOLUÇÃO Nº 46, DE 26 DE OUTUBRO DE 2020",Regulamenta o Termo de Alocação de Água para sistemas hídricos com corpos de água de domínio da União. Resolução entra em vigor em 3 de novembro de 2020.,Regulação,,,
,,,27/10/2020,Institucional,"Publica o Regimento Interno da Comissão Nacional para Redução das Emissões de Gases de Efeito Estufa Provenientes do Desmatamento e da Degradação Florestal, Conservação dos Estoques de Carbono Florestal, Manejo Sustentável de Florestas e Aumento de Estoques de Carbono Florestal - REDD+.",Portaria,"PORTARIA Nº 544, DE 26 DE OUTUBRO DE 2020","Trata-se da publicação do regimento interno da Comissão Nacional para REDD+ (CONAREDD+), instituída pelo Decreto nº 10.144, de 28 de novembro de 2019.",Regulação,,,
,,,27/10/2020,Meio Ambiente,Institui a Estratégia Federal de Desenvolvimento para o Brasil no período de 2020 a 2031.,Decreto,"DECRETO Nº 10.531, DE 26 DE OUTUBRO DE 2020","Instituiu a Estratégia Federal de Desenvolvimento para o Brasil no período de 2020 a 2031 - EFD 2020-2031 - com objetivo de definir a visão de longo prazo para a atuação dos órgãos e das entidades da administração pública federal direta, autárquica e fundacional. Assim, tais entidades considerarão, em seus planejamentos e suas ações, os cenários macroeconômicos, as diretrizes, os desafios, as orientações, os índices-chave e as metas-alvo estabelecidos no Anexo da norma. Ainda, determina que as revisões dos planos estratégicos institucionais dos órgãos e das entidades integrantes do Sistema de Organização e Inovação Institucional do Governo Federal - Siorg - deverão, dentre outras medidas, buscar harmonizar o planejamento estratégico institucional com a visão de futuro contida na EFD 2020-2031. ",Regulação,,,
,,,27/10/2020,Institucional,Aprova o Regimento Interno do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama).,Portaria,"PORTARIA Nº 2.542, DE 23 DE OUTUBRO DE 2020","Aprova o Regimento Interno do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (Ibama), entrando em vigor em 03/11/2020 e revogando as seguintes normas: Portaria nº 4.396, de 10 de dezembro de 2019; Portaria nº 3.785, de 14 de outubro de 2019; Portaria nº 1.292, de 12 de abril de 2019, e; Portaria nº 1.135, de 03 de abril de 2019.",Reforma institucional,,,
,,,27/10/2020,Energia,"Obter subsídios e informações adicionais sobre uma nova proposta de revisão da Resolução ANP nº 30/2014, que trata da Regulamentação do Plano de Avaliação de Descobertas (PAD)",Aviso,AVISO DE CONSULTA E DE AUDIÊNCIA PÚBLICA ANP Nº 26/2019,"Obter subsídios e informações adicionais sobre uma nova proposta de revisão da Resolução ANP nº 30/2014, que trata da Regulamentação do Plano de Avaliação de Descobertas (PAD) a fim de propiciar aos agentes econômicos e aos demais interessados a possibilidade de encaminhamento de opiniões e sugestões O prazo da Consulta Pública será de 45 (quarenta e cinco) dias, contados a partir da publicação deste Aviso no Diário Oficial da União, excluindo-se da contagem o dia do começo e incluindo-se o do vencimento..",Neutro,,,
,,,26/10/2020,Institucional,"Estabelece as competências, os prazos e os procedimentos a serem observados nos trabalhos de revisão e consolidação dos atos normativos inferiores a decreto no âmbito Ministério de Minas e Energia.",Portaria,"PORTARIA Nº 382, DE 23 DE OUTUBRO DE 2020","Estabelece as competências, os prazos e os procedimentos a serem observados nos trabalhos de revisão e consolidação dos atos normativos inferiores a decreto no âmbito do Ministério de Minas e Energia.",Revisaço,,,
,,,26/10/2020,Mudança do Clima,"O Ministério do Meio Ambiente torna público o resultado das deliberações da 28ª Reunião Ordinária do Comitê Gestor do Fundo Nacional sobre Mudança do Clima, ocorrida no dia 22 de outubro de 2020, por videoconferência",Extrato,EXTRATO DA ATA DA 28ª REUNIÃO ORDINÁRIA REALIZADA EM 22 DE OUTUBRO DE 2020,Aprova o fomento do FNMC ao  projeto incluído na Plataforma +Brasil para adequação da gestão de resíduos sólidos em Rondônia. Destaque para a ausência de componente de clima no projeto beneficiado.,Resposta,,,
,,,26/10/2020,Amazônia,Estabelecer os valores mínimos para a recepção e aprovação das propostas de convênios e instrumentos congêneres,Resolução,"RESOLUÇÃO Nº 220, DE 16 DE OUTUBRO DE 2020","Estabelece os valores mínimos para a recepção e aprovação das propostas de convênios e instrumentos congêneres sendo I - R$1.800.000,00 (um milhão e oitocentos mil reais) para obras de pavimentação de vias e II - R$250.000,00 (duzentos e cinquenta mil reais) para a aquisição de patrulha mecanizada agrícola, veículos rodoviários e maquinário.A DPLAN avaliará anualmente a necessidade de atualização dos valores mínimos previstos. Os modelos, planilhas, especificações e demais arquivos auxiliares na apresentação das propostas e dos projetos básicos.serão disponibilizados no sítio eletrônico da Sudam",Regulação,,,
,,,23/10/2020,Energia,"Institui o Selo Biocombustível Social e dispõe sobre os coeficientes de redução das alíquotas da Contribuição para o Programa de Integração Social e para o Programa de Formação do Patrimônio do Servidor Público e da Contribuição Social para o Financiamento da Seguridade Social, incidentes na produção e na comercialização de biodiesel, e sobre os termos e as condições para a utilização das alíquotas diferenciadas.",Decreto,"DECRETO Nº 10.527, DE 22 DE OUTUBRO DE 2020","Institui o selo de biocombustível social, dado ao produtor de biodiesel que incluir no processo produtivo os agricultores famialires enquadrados no Pronaf. Fica substituído o Selo Combustível Social pelo Selo Biocombustível Social. Revoga os decretos relativos ao PIS/PASEP e Cofins na comercialização do biodiesel, estabelecendo novas alíquotas para o coeficiente de redução de acordo com o processo produtivo e região de produção do biodiesel. ",Regulação,,,
,,,21/10/2020,Desastres,Reconhecer a situação de emergência na área descrita no Formulário de Informações do Desastre - FIDE,Portaria,"PORTARIA Nº 2.692, DE 20 DE OUTUBRO DE 2020",Reconhece situação de emergência em : AC Rio Branco - Erosão de Margem Fluvial; BA Caetanos - Seca; BA Chorrochó Seca; BA Condeúba- Estiagem; BA Pilão Arcado Estiagem; MT Confresa Tempestade Local Convectiva/Vendaval; MT Rosário Oeste Estiagem; PR Diamante do Sul Tempestade Local Convectiva/Granizo; RS Entre-Ijuís Tempestade Local Convectiva/Vendaval ,Resposta,,,
,,,21/10/2020,Desastres,Reconhecer a situação de emergência na área descrita no Formulário de Informações do Desastre - FIDE,Portaria,"PORTARIA Nº 2.697, DE 20 DE OUTUBRO DE 2020","Reconhece situação de emergência por no município de Maceió (AL) por subsidências e colapsos. O estado de calamidade foi anteriomente reconhecido pela Portaria nº 1.311, de 28 de maio de 2019, em decorrrência da instabilidade do solo dos bairros Pinheiro, Mutange e Bebedouro gerada pela extração de sal-gema.  ",Resposta,,,
,,,21/10/2020,Amazônia,"Regulamenta o inciso VI do § 4º do art. 2º da Lei nº 8.387, de 30 de dezembro de 1991, para dispor sobre condições, conceitos e critérios para investimento em Instituições Científica, Tecnológica e de Inovação Públicas na Amazônia Ocidental ou no Estado do Amapá.",Portaria,"PORTARIA CONJUNTA Nº 347, DE 20 DE OUTUBRO DE 2020","Define as diretrizes para investimento em Instituiçõe Científica, Tecnológica e de Inovação - ICTs, criadas e mantidas pelo Poder Público, com sede ou estabelecimento principal na Amazônia Ocidental ou no Estado do Amapá, credenciadas pelo Comitê das Atividades de Pesquisa e Desenvolvimento na Amazônia - CAPDA, para aplicação de percentual igual ou superior a quatro décimos por cento em atividades de pesquisa, desenvolvimento e inovação - PD&I, na Amazônia Ocidental ou no Estado do Amapá.",Regulação,,,
,,,21/10/2020,Meio Ambiente,Institui o Comitê Interministerial de Planejamento da Infraestrutura e o Plano Integrado de Longo Prazo da Infraestrutura no âmbito do Governo federal.,Portaria,"DECRETO Nº 10.526, DE 20 DE OUTUBRO DE 2020","Fica criado o Plano Integrado de Longo Prazo da Infraestrutura e define seus objetivos, entre eles: i. fomentar investimentos em infraestrutura para aumentar a qualidade e o estoque de infraestrutura do País; ii. enfatizar as qualidades ambientais, sociais e de governança dos projetos dos setores de infraestrutura. ",Regulação,,,
,,,21/10/2020,Terras,"Institui o Colegiado Terra Brasil no âmbito do Programa Nacional de Crédito Fundiário - Terra Brasil, define as competências e o funcionamento.",Portaria,"PORTARIA Nº 134, DE 20 DE OUTUBRO DE 2020","Dispõe sobre as competências do colegiado que tem caráter consultivo e propositivo, vinculado à Secretaria de Agricultura Familiar e Cooperativismo do Ministério da Agricultura, Pecuária e Abastecimento e atuará diretamento no Regulamento Operativo do Fundo de Terras e da Reforma Agrária vinculados ao PNCF. O Colegiado Terra Brasil será composto pelos seguintes representantes: I - Secretaria da Agricultura Familiar e Cooperativismo, que o coordenará; II - Departamento de Gestão do Crédito Fundiário - Decred; III - Confederação Nacional dos Municípios - CNM; IV - Associação Brasileira das Entidades Estaduais de Assistência Técnica e Extensão Rural - Asbraer; V - Confederação Nacional dos Trabalhadores na Agricultura - Contag; VI - Confederação Nacional dos Trabalhadores e Trabalhadoras na Agricultura Familiar do Brasil - Contraf",Regulação,,,
,,,21/10/2020,Amazônia,Dispõe sobre o Plano Sub-regional de Desenvolvimento Sustentável do Xingu e institui o seu Comitê Gestor.,Decreto,"DECRETO Nº 10.524, DE 20 DE OUTUBRO DE 2020","Estabelece a finalidade do Plano como promoção de políticas públicas que resultem na melhoria da qualidade de vida da população e a orientação dos programas, dos projetos e das ações federais a serem implementados na sua área de abrangência, de modo a promover a articulação entre aqueles já existentes, sendo que a área abrangida é totalmente inserida no Estado do Pará. Destaca-se a composição desse Comitê: (i) 5 Ministérios - Desenvolvimento Regional, Justiça e Segurança Pública, Infraestrutura, Cidadania, Minas e Energia; (ii) 1 autarquia federal - Superintendência do Desenvolvimento da Amazônia; (iii) 1 Governo - Governo do Estado do Pará; (iv) 1 associação - Associação de Municípios do Consórcio Belo Monte; (v) 1 empresa - Norte Energia S.A.; (vi) 4 representações da sociedade civil organizada. Há a possibilidade de convidar representantes de outros órgãos e entidades da administração pública e especialistas para participar de suas reuniões, para prestar apoio técnico às suas atividades mas sem direito a voto. ",Reforma institucional,,,
,,,21/10/2020,Biodiversidade,Declara a revogação das resoluções discriminadas neste ato.,Resolução,"RESOLUÇÃO CONAMA/MMA Nº 500, DE 19 DE OUTUBRO DE 2020","Declara a revogação das portarias i.Resolução nº 284, de 30 agosto de 2001, que dispõe sobre o licenciamento de empreendimentos de irrigação. ii.Resolução nº 302, de 20 de fevereiro de 2002, que dispõe sobre os parâmetros, definições e limites de Áreas de Preservação Permanente de reservatórios artificiais e o regime de uso do entorno e iii. Resolução nº 303, de 13 de maio de 2002, que dispõe sobre parâmetros, definições e limites de Áreas de Preservação Permanente.  A revogação foi aprovada na 135º Reunião do CONAMA em 28/09/2020.",Desregulação,,,
,,,20/10/2020,Biodiversidade,"Modifica a composição do Conselho Consultivo da Área de Proteção Ambiental (APA) Morro da Pedreira e do Parque Nacional da Serra do Cipó, no Estado de Minas Gerais. (Processo n° 02128.002653/2019-31).",Portaria,"PORTARIA Nº 969, DE 9 DE OUTUBRO DE 2020","Estabelece que as futuras modificações do quantitativo de vagas e da relação das instituições representativas dos setores serão definidas pelo Conselho e submetidas pelo Chefe do NGI ICMBio Cipó-Pedreira ao Presidente do Instituto Chico Mendes, para análise e homologação e que modificação na composição dos setores representados no Conselho Consultivo será decidida em reunião específica, com o devido registro em ata, com vistas à publicação de nova Portaria pela Presidência do Instituto Chico Mendes",Neutro,,,
,,,20/10/2020,Energia,"Aos agentes econômicos do setor de gás natural e aos demais interessados que realizará Audiência Pública, precedida de Consulta Pública.",Aviso,AVISO DE CONSULTA E DE AUDIÊNCIA PÚBLICA ANP Nº 18/2020,"Divulga consulta pública, com duração de 45 dias, sobre os critérios de autonomia e de independência para o exercício da atividade de transporte de gás natural no Brasil e o procedimento de certificação de independência dos transportadores de gás natural e seu acompanhamento por parte da ANP. A audiência pública ocorrerá em 26/01/2021 por videoconferência. ",Neutro,,,
,,,20/10/2020,Institucional,"Dispõe sobre a suspensão dos efeitos da Portaria ICMBio nº 226, de 21 de março de 2020, em relação aos atos e procedimentos em sede disciplinar no âmbito do Instituto Chico Mendes de Conservação da Biodiversidade - ICMBio",Portaria,"PORTARIA Nº 1.010, DE 15 DE OUTUBRO DE 2020",Torna sem efeito os prazos relativos aos atos e procedimentos em sede disciplinar no âmbito do Instituto Chico Mendes de Conservação da Biodiversidade - ICMBio,Neutro,,,
,,,19/10/2020,Institucional,"Dispõe sobre as competências, os prazos e os procedimentos para a revisão e a consolidação dos atos normativos inferiores a decreto no Departamento Nacional de Obras Contra as Secas - DNOCS, nos termos do Decreto nº 10.139, de 28 de novembro de 2019",Portaria,"PORTARIA Nº 346/DG, DE 14 DE OUTUBRO DE 2020","Estabelece as competências, os prazos e os procedimentos a serem observados nos trabalhos de revisão e consolidação dos atos normativos inferiores a decreto no âmbito do Departamento Nacional de Obras Contra as Secas - DNOCS, nos termos do Decreto nº 10.139, de 28 de novembro de 2019.",Revisaço,,,
,,,19/10/2020,Mudança do Clima,Institui a estrutura de governança do Adapta Brasil MCTI - Contribuição da Ciência para Medidas de Adaptação,Portaria,"PORTARIA Nº 3.896, DE 16 DE OUTUBRO DE 2020","A plataforma que tem como objetivo consolidar, integrar e disseminar informações que possibilitem o avanço das análises dos impactos da mudança do clima, observados e projetados no território nacional, dando subsídios às autoridades competentes pelas ações de adaptação.A Governança do AdaptaBrasil MCTI será estabelecida por meio de um Comitê Gestor, que será composto pela Coordenação-Geral de Ciência do Clima e Sustentabilidade, Ministério da Ciência, Tecnologia e Inovações (coordenação), Instituto Nacional de Pesquisas Espaciais e Rede Nacional de Ensino e Pesquisa.",Regulação,,,
,,,19/10/2020,Pesca,Estabelece critérios e procedimentos para a disponibilização das vagas remanescentes para a modalidade de permissionamento de pesca de sombra ou cardume associado,Portaria,"PORTARIA SAP/MAPA Nº 248, DE 16 DE OUTUBRO DE 2020","A norma estabelece critérios e procedimentos para a disponibilização das vagas remanescentes para a modalidade de permissionamento de pesca de sombra ou cardume associado. Determina também que poderão ser autorizadas para atuarem na modalidade de permissionamento de pesca de sombra ou cardume associado, até duzentas embarcações, para o mar territorial, a Zona Econômica Exclusiva (ZEE) e águas internacionais adjacentes do Norte/Nordeste (N/NE) e cinquenta embarcações, para o mar territorial, a Zona Econômica Exclusiva (ZEE) e águas internacionais adjacentes do Sudeste/Sul (SE/S). Somente serão deferidos os requerimentos das embarcações com comprimento maior ou igual a dez metros e menor que quinze metros, que estiverem aderidas ao Programa Nacional de Rastreamento de Embarcações Pesqueiras por Satélites- PREPS. A Portaria entra em vigor em 1º de novembro de 2020.",Regulação,,,
,,,19/10/2020,Ciência,Dispõe sobre a Comissão de Biossegurança do Ministério da Defesa,Portaria,"PORTARIA NORMATIVA Nº 90/GM-MD, DE 8 DE OUTUBRO DE 2020","Define competências e composição da Comissão de Biossegurança do Ministério da Defesa - CBio-MD, que será composto por representantes da Marinha, Aeronáutica e Exército além de representantes do departamento de Saúde e Assistência Social da Secretaria de Pessoal, Ensino, Saúde e Desporto; da Divisão de Segurança Biológica do Departamento de Saúde e Assistência Social; do Departamento de Ciência, Tecnologia e Inovação da Secretaria de Produtos de Defesa;  representante da Subchefia de Operações da Chefia de Operações Conjuntas; um representante da Subchefia de Política e Estratégia da Chefia de Assuntos Estratégicos e um representante da Subchefia de Integração Logística da Chefia de Logística e Mobilização. À CBio-MD compete acessorar, avaliar e identificar temas relativos à biossegurança e seus reflexos para a defesa biológica e segurança nacional.",Neutro,,,
,,,16/10/2020,Amazônia,"Regulamenta o § 6º do art. 7º do Decreto-Lei nº 288, de 28 de fevereiro de 1967, e o art. 2º da Lei nº 8.387, de 30 de dezembro de 1991, que tratam do benefício fiscal concedido às empresas que produzem bens e serviços do setor de tecnologia da informação e de comunicação na Zona Franca de Manaus e que investem em atividades de pesquisa, desenvolvimento e inovação na Amazônia Ocidental ou no Estado do Amapá",Decreto,"DECRETO Nº 10.521, DE 15 DE OUTUBRO DE 2020","Estabelece a redução do IPI (imposto sobre produtos industrializados) e redução do imposto sobre importação para as empresas da ZFM, de acordo com a nova Lei da Informatica 13.969/2019. Define que os investimentos destinados à transição para a indústria 4.0, realizados até o ano de 2028, serão considerados como atividades de P&D aptas ao beneficio fiscal.O decreto revoga e altera decretos anteriores referentes ao CAPDA e ao Grupo Técnico Interministerial de Análise de Processos Produtivos Básicos.",Regulação,,,
,,,16/10/2020,Terras,Aprova o Regulamento Operativo do Fundo de Terras e da Reforma Agrária e do Subprograma de Combate à Pobreza Rural,Portaria,"PORTARIA Nº 133, DE 15 DE OUTUBRO DE 2020","Aprova e define as diretrizes gerais do Fundo de Terras e da Reforma Agrária e do Subprograma de Combate à Pobreza Rural, bem como a gestão e a destinação desses recursos. Revoga a Resolução nº 123, de 28 de dezembro de 2018, do Conselho Nacional de Desenvolvimento Rural Sustentável (Condraf). ",Regulação,,,
,,,16/10/2020,Cidades,Consulta Pública acerca da Agenda Pública elaborada para a Carta Brasileira para Cidades Inteligentes,Aviso,AVISO DE CONSULTA PÚBLICA Nº 1/2020,"Divulga consulta Pública acerca da Agenda Pública elaborada para a Carta Brasileira para Cidades Inteligentes. A minuta da Carta Brasileira para Cidades Inteligentes foi elaborada com base em um processo colaborativo iniciado em agosto de 2019. A finalidade do documento é apoiar a promoção de padrões de desenvolvimento urbano sustentável, que levam em conta o contexto brasileiro da transformação digital nas cidades e viabilizam cidades melhores para as pessoas. O processo será realizado de forma eletrônica e ficará disponível entre os dias 19/10/2020 e 07/11/2020",Neutro,,,
,,,15/10/2020,Energia,"Dispõe sobre a constituição de grupo de trabalho com o propósito de elaborar manual de comunicação social, voltado para o contínuo esclarecimento da população circunvizinha à Central Nuclear Almirante Álvaro Alberto sobre preparação e resposta à emergência nuclear.",Resolução,"RESOLUÇÃO GSI/PR Nº 10, DE 5 DE OUTUBRO DE 2020","Constitui no âmbito do Comitê de Planejamento de Resposta a Situações de Emergência Nuclear no Município de Angra dos Reis, grupo de trabalho com o propósito de elaborar manual de comunicação social voltado para o contínuo esclarecimento da população circunvizinha à Central Nuclear Almirante Álvaro Alberto, abordando a preparação e resposta à emergência nuclear e procedimentos a serem adotados pelo Centro de Informações de Emergência Nuclear, mídia e público em geral. O produto final do grupo de trabalho será uma proposta de Manual de Comunicação Social. O GT é uma resposta as críticas ao processo de transferência de lixo nuclear, que segundo o MP não teve particpação social nem transparência. ",Resposta,,,
,,,15/10/2020,Biodiversidade,"Atualiza a tabela de cobrança de ingressos de acesso às Unidades de Conservação Federais, conforme anexos. (Processo nº 02070.005598/2020-87)",Portaria,"PORTARIA Nº 1.005, DE 8 DE OUTUBRO DE 2020","Atualiza a tabela de cobrança de ingressos de acesso às Unidades de Conservação Federais, assim como os valores dos serviços e atividades de uso público ligados às Unidades de Conservação Federais. As Unidades de Conservação deverão iniciar a cobrança dos novos valores instituídos por esta Portaria a partir de 1º de novembro de 2020, devendo providenciar ampla divulgação desses valores para a sociedade.",Neutro,,,
,,,15/10/2020,Biodiversidade,Aprova a modalidade operacional da desestatização dos Parques Nacionais de Aparados da Serra e da Serra Geral,Resolução,"RESOLUÇÃO Nº 141, DE 10 DE OUTUBRO DE 2020","Aprova, em caráter ad referendum do Conselho do Programa de Parcerias de Investimentos da Presidência da República - CPPI, a desestatização dos Parques Nacionais de Aparados da Serra e da Serra Geral na modalidade de concessão comum que tem como objetivo o apoio à revitalização, modernização, operação, manutenção e gestão de áreas de uso público",Desestatização,,,
,,,14/10/2020,Amazônia,Dispõe sobre a prorrogação do emprego da Força Nacional de Segurança Pública em apoio ao Instituto Chico Mendes de Conservação da Biodiversidade do Ministério do Meio Ambiente,Portaria,"PORTARIA Nº 572, DE 13 DE OUTUBRO DE 2020","Autoriza a prorrogação do emprego da Força Nacional de Segurança Pública em apoio ao Instituto Chico Mendes de Conservação da Biodiversidade - ICMBio, nas ações de proteção ambiental no interior das Unidades de Conservação Federais da Amazônia, com ênfase no combate ao desmatamento, extração ilegal de minério e madeira e invasão de áreas federais, em caráter episódico e planejado, por mais cento e oitenta dias, a contar de 14 de outubro de 2020 até 11 de abril de 2021. O emprego da Força Nacional em apoio ao ICMBio já havia sido autorizada desde 2018 (PORTARIA Nº 180, DE 24 DE OUTUBRO DE 2018), com ênfase no combate ao desmatamento na região amazônica, sendo prorrogado sucessivamente (PORTARIA Nº 315, DE 2 DE ABRIL DE 2019; PORTARIA Nº 777, DE 16 DE OUTUBRO DE 2019; PORTARIA Nº 180, DE 15 DE ABRIL DE 2020).",Resposta,,,
,,,14/10/2020,Amazônia,"Institui, no âmbito da Ministério da Ciência, Tecnologia e Inovações, o Programa de Cadeias Produtivas da Bioeconomia MCTI.",Portaria,"Portaria nº 3.877, de 9 de outubro de 2020","Fica instituído, no âmbito do Ministério da Ciência, Tecnologia e Inovações, o Programa Cadeias Produtivas da Bioeconomia MCTI, com abrangência nacional, visando a fomentar a pesquisa científica, o desenvolvimento tecnológico e a inovação, a fim de promover e agregar valor em cadeias produtivas da biodiversidade brasileira, considerando a sua sustentabilidade e a melhoria da qualidade de vida das populações que dela dependem.",Regulação,,,
,,,14/10/2020,Poluição,"Instituir a Comissão de Monitoramento e Avaliação com a finalidade de avaliar e monitorar as parcerias com Agentes Técnicos Conveniados, no âmbito dos Programas de Controle da Poluição do Ar por Veículos Automotores (PROCONVE) e por Motociclos e Veículos Similares (PROMOT) e para apuração da eficiência energética veicular, celebradas mediante Acordo de Cooperação Técnica.",Portaria,"PORTARIA Nº 2.428, DE 13 DE OUTUBRO DE 2020","Institui a Comissão e define suas competências relacionadas ao aprimoramento dos procedimentos, a padronização de objetos e indicadores, a produção de entendimentos voltados à priorização do controle de resultados e a homologação dos relatórios técnicos de monitoramento e avaliação das parcerias técnicas no ambito dos programas PROCONVE E PROMOT",Regulação,,,
,,,14/10/2020,Biodiversidade,Modifica o Conselho Consultivo do Parque Nacional Grande Sertão Veredas (Processo nº 02128.001738/2019-00,Portaria,"PORTARIA Nº 995, DE 5 DE OUTUBRO DE 2020","Divulga modificação no Conselho Consultivo do Parna e define que será decidida em reunião específica, com o devido registro em ata, com vistas à publicação de nova portaria, considerando a Portaria nº 298/2019, assinada pelo presidente do Instituto Chico Mendes, após análise da Gerente Regional e apreciação do Comitê Gestor.",Neutro,,,
,,,13/10/2020,Indígena,"Delega competências relativas à Gestão, Administração Orçamentária, Financeira, Contábil e Patrimonial, Atos De Governança e Gestão De Pessoas",Portaria,"PORTARIA Nº 1.119, DE 2 DE OUTUBRO DE 2020","Define competências e diretrizes orçamentárias, administrativas e de governança, incluindo gestão de pessoal e atos de contratos e convênios. A medida ainda revoga 15 portarias. ",Revisaço,,,
,,,13/10/2020,Institucional,Dispõe sobre as competências e o detalhamento dos procedimentos para os trabalhos de revisão e consolidação dos atos normativos hierarquicamente inferiores a decreto editados no âmbito do Gabinete de Segurança Institucional da Presidência da República,Portaria,"PORTARIA GSI/PR Nº 72, DE 9 DE OUTUBRO DE 2020",Estabelece os procedimentos a serem adotados para a revisão e a consolidação dos atos normativos inferiores a decreto editados no âmbito do Gabinete de Segurança Institucional da Presidência da República.,Revisaço,,,
,,,13/10/2020,Desastres,"Reconhecer a situação de emergência na área descrita no Formulário de Informações do Desastre - FIDE, conforme informações relacionadas abaixo",Portaria,"PORTARIA Nº 2.638, DE 9 DE OUTUBRO DE 2020","Reconhece situação de emergência nos municípios de Barro Alto (BA) por estiagem, e Potiretama (CE) por seca. ",Resposta,,,
,,,13/10/2020,Terras,"Dispõe sobre a prorrogação do emprego da Força Nacional de Segurança Pública - FNSP, em apoio ao Estado de Mato Grosso do Sul, nos municípios de Dourados/MS e de Caarapó/MS",Portaria,"PORTARIA Nº 573, DE 9 DE OUTUBRO DE 2020","Autoriza a prorrogação do emprego da Força Nacional de Segurança Pública em apoio ao Estado de Mato Grosso do Sul, nos municípios de Caarapó/MS e Dourados/MS, nas atividades e serviços imprescindíveis à preservação da ordem pública e da incolumidade das pessoas e do patrimônio, notadamente o policiamento ostensivo para prevenção de conflitos agrários por questões fundiárias, bem como no combate aos crimes transnacionais de contrabando, tráfico de drogas, armas e munições, em caráter episódico e planejado, pelo período de 30 (trinta) dias, a contar de 12 de outubro de 2020 a 10 de novembro de 2020. Anteriormente, foram editadas as Portarias do Ministério da Justiça e Segurança Pública que, inicialmente, e a pedido do governador do Mato Grosso do Sul, visavam prevenir conflitos agrários por questões fundiárias em Caarapó-MS e coibir o tráfico de drogas, contrabando, armas e munições, entre outros na região da faixa de fronteira. A partir da edição de Portaria em janeiro/2020, a atuação da FNS começou a abranger os municípios de Caarapó/MS e Dourados/MS, especialmente no policiamento ostensivo para prevenção de conflitos agrários por questões fundiárias, em caráter episódico e planejado. O combate aos crimes transnacionais de contrabando, tráfico de drogas, armas e munições, foi incluído na prorrogação de prazo de julho/2020.",Resposta,,,
